ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CITY,STATE,COUNTRY,TERRITORY,DEALSIZE
10359,42,100,8,4764.48,15 December 2004,Shipped,4,12,2004,Classic Cars,207,S12_1108,Reims,,France,EMEA,Medium
10371,32,100,6,3560.64,23 January 2005,Shipped,1,1,2005,Classic Cars,207,S12_1108,San Rafael,CA,USA,,Medium
10382,34,100,10,3823.64,17 February 2005,Shipped,1,2,2005,Classic Cars,207,S12_1108,San Rafael,CA,USA,,Medium
10395,33,69.12,1,2280.96,17 March 2005,Shipped,1,3,2005,Classic Cars,207,S12_1108,Paris,,France,EMEA,Small
10413,36,100,2,8677.8,05 May 2005,Shipped,2,5,2005,Classic Cars,207,S12_1108,Bridgewater,CT,USA,,Large
10103,27,100,8,3394.98,29 January 2003,Shipped,1,1,2003,Trucks and Buses,136,S12_1666,Stavern,,Norway,EMEA,Medium
10113,21,100,2,3415.44,26 March 2003,Shipped,1,3,2003,Trucks and Buses,136,S12_1666,San Rafael,CA,USA,,Medium
10126,21,100,8,2439.57,28 May 2003,Shipped,2,5,2003,Trucks and Buses,136,S12_1666,Madrid,,Spain,EMEA,Small
10140,38,100,8,4829.8,24 July 2003,Shipped,3,7,2003,Trucks and Buses,136,S12_1666,Burlingame,CA,USA,,Medium
10150,30,100,5,4100.1,19 September 2003,Shipped,3,9,2003,Trucks and Buses,136,S12_1666,Singapore,,Singapore,Japan,Medium
10164,49,100,6,6563.06,21 October 2003,Resolved,4,10,2003,Trucks and Buses,136,S12_1666,Graz,,Austria,EMEA,Medium
10174,43,100,1,6817.22,11 June 2003,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,South Brisbane,Queensland,Australia,APAC,Medium
10183,41,100,5,6163.94,13 November 2003,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,Philadelphia,PA,USA,,Medium
10194,38,100,8,4933.92,25 November 2003,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,Lyon,,France,EMEA,Medium
10206,28,100,3,4056.36,12 May 2003,Shipped,4,12,2003,Trucks and Buses,136,S12_1666,Vancouver,BC,Canada,,Medium
10216,43,100,1,5759.42,02 February 2004,Shipped,1,2,2004,Trucks and Buses,136,S12_1666,Versailles,,France,EMEA,Medium
10229,25,100,13,3451,03 November 2004,Shipped,1,3,2004,Trucks and Buses,136,S12_1666,San Rafael,CA,USA,,Medium
10245,38,100,6,5920.4,05 April 2004,Shipped,2,5,2004,Trucks and Buses,136,S12_1666,New Haven,CT,USA,,Medium
10258,41,100,3,6668.24,15 June 2004,Shipped,2,6,2004,Trucks and Buses,136,S12_1666,Minato-ku,Tokyo,Japan,Japan,Medium
10270,28,100,6,4094.72,19 July 2004,Shipped,3,7,2004,Trucks and Buses,136,S12_1666,Chatswood,NSW,Australia,APAC,Medium
10281,25,100,13,2938.5,19 August 2004,Shipped,3,8,2004,Trucks and Buses,136,S12_1666,Allentown,PA,USA,,Small
10291,41,100,8,6387.8,09 August 2004,Shipped,3,9,2004,Trucks and Buses,136,S12_1666,Boras,,Sweden,EMEA,Medium
10304,39,100,3,6396,10 November 2004,Shipped,4,10,2004,Trucks and Buses,136,S12_1666,Versailles,,France,EMEA,Medium
10313,21,100,11,2669.1,22 October 2004,Shipped,4,10,2004,Trucks and Buses,136,S12_1666,Vancouver,BC,Canada,,Small
10322,27,100,9,4784.13,11 April 2004,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,Nashua,NH,USA,,Medium
10333,33,99.21,6,3273.93,18 November 2004,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,San Francisco,CA,USA,,Medium
10347,29,100,3,3586.43,29 November 2004,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,Melbourne,Victoria,Australia,APAC,Medium
10357,49,100,8,5960.36,12 October 2004,Shipped,4,12,2004,Trucks and Buses,136,S12_1666,San Rafael,CA,USA,,Medium
10370,49,100,8,8470.14,20 January 2005,Shipped,1,1,2005,Trucks and Buses,136,S12_1666,North Sydney,NSW,Australia,APAC,Large
10381,20,100,1,2952,17 February 2005,Shipped,1,2,2005,Trucks and Buses,136,S12_1666,San Francisco,CA,USA,,Small
10391,39,63.2,9,2464.8,03 September 2005,Shipped,1,3,2005,Trucks and Buses,136,S12_1666,North Sydney,NSW,Australia,APAC,Small
10411,40,100,6,6232,05 January 2005,Shipped,2,5,2005,Trucks and Buses,136,S12_1666,Montreal,Quebec,Canada,,Medium
10424,49,100,3,7969.36,31 May 2005,In Process,2,5,2005,Trucks and Buses,136,S12_1666,Madrid,,Spain,EMEA,Large
10107,21,100,1,3036.6,24 February 2003,Shipped,1,2,2003,Motorcycles,150,S12_2823,NYC,NY,USA,,Medium
10121,50,100,4,8284,05 July 2003,Shipped,2,5,2003,Motorcycles,150,S12_2823,Reims,,France,EMEA,Large
10134,20,100,1,2711.2,07 January 2003,Shipped,3,7,2003,Motorcycles,150,S12_2823,Paris,,France,EMEA,Small
10145,49,100,5,8339.8,25 August 2003,Shipped,3,8,2003,Motorcycles,150,S12_2823,Pasadena,CA,USA,,Large
10159,38,100,13,6238.84,10 October 2003,Shipped,4,10,2003,Motorcycles,150,S12_2823,San Francisco,CA,USA,,Medium
10169,35,100,13,4639.25,11 April 2003,Shipped,4,11,2003,Motorcycles,150,S12_2823,North Sydney,NSW,Australia,APAC,Medium
10180,40,100,8,6747.6,11 November 2003,Shipped,4,11,2003,Motorcycles,150,S12_2823,Lille,,France,EMEA,Medium
10189,28,100,1,4512.48,18 November 2003,Shipped,4,11,2003,Motorcycles,150,S12_2823,Pasadena,CA,USA,,Medium
10201,25,100,1,4029,12 January 2003,Shipped,4,12,2003,Motorcycles,150,S12_2823,San Francisco,CA,USA,,Medium
10211,36,100,13,4771.8,15 January 2004,Shipped,1,1,2004,Motorcycles,150,S12_2823,Paris,,France,EMEA,Medium
10224,43,100,6,6087.94,21 February 2004,Shipped,1,2,2004,Motorcycles,150,S12_2823,Lille,,France,EMEA,Medium
10237,32,100,6,4193.28,04 May 2004,Shipped,2,4,2004,Motorcycles,150,S12_2823,NYC,NY,USA,,Medium
10251,46,100,1,7552.28,18 May 2004,Shipped,2,5,2004,Motorcycles,150,S12_2823,Newark,NJ,USA,,Large
10263,48,100,1,6434.4,28 June 2004,Shipped,2,6,2004,Motorcycles,150,S12_2823,Bridgewater,CT,USA,,Medium
10276,43,100,14,5181.5,08 February 2004,Shipped,3,8,2004,Motorcycles,150,S12_2823,Brickhaven,MA,USA,,Medium
10285,49,100,5,6863.92,27 August 2004,Shipped,3,8,2004,Motorcycles,150,S12_2823,Cambridge,MA,USA,,Medium
10299,24,100,8,4157.04,30 September 2004,Shipped,3,9,2004,Motorcycles,150,S12_2823,Helsinki,,Finland,EMEA,Medium
10309,26,100,4,4660.24,15 October 2004,Shipped,4,10,2004,Motorcycles,150,S12_2823,Stavern,,Norway,EMEA,Medium
10319,30,100,9,4111.8,11 March 2004,Shipped,4,11,2004,Motorcycles,150,S12_2823,NYC,NY,USA,,Medium
10329,24,100,6,3542.64,15 November 2004,Shipped,4,11,2004,Motorcycles,150,S12_2823,NYC,NY,USA,,Medium
10341,55,100,8,8118.55,24 November 2004,Shipped,4,11,2004,Motorcycles,150,S12_2823,Salzburg,,Austria,EMEA,Large
10362,22,100,1,3877.06,01 May 2005,Shipped,1,1,2005,Motorcycles,150,S12_2823,Burlingame,CA,USA,,Medium
10375,49,78.92,13,3867.08,02 March 2005,Shipped,1,2,2005,Motorcycles,150,S12_2823,Nantes,,France,EMEA,Medium
10388,44,100,6,5951.44,03 March 2005,Shipped,1,3,2005,Motorcycles,150,S12_2823,New Bedford,MA,USA,,Medium
10403,66,100,6,8648.64,04 August 2005,Shipped,2,4,2005,Motorcycles,150,S12_2823,Liverpool,,UK,EMEA,Large
10417,21,100,1,3447.78,13 May 2005,Disputed,2,5,2005,Motorcycles,150,S12_2823,Madrid,,Spain,EMEA,Medium
10104,34,100,1,5958.5,31 January 2003,Shipped,1,1,2003,Classic Cars,151,S12_3148,Madrid,,Spain,EMEA,Medium
10117,43,100,10,5911.64,16 April 2003,Shipped,2,4,2003,Classic Cars,151,S12_3148,Singapore,,Singapore,Japan,Medium
10127,46,100,3,7366.44,06 March 2003,Shipped,2,6,2003,Classic Cars,151,S12_3148,NYC,NY,USA,,Large
10142,33,100,13,4985.64,08 August 2003,Shipped,3,8,2003,Classic Cars,151,S12_3148,San Rafael,CA,USA,,Medium
10153,42,100,12,5393.64,28 September 2003,Shipped,3,9,2003,Classic Cars,151,S12_3148,Madrid,,Spain,EMEA,Medium
10165,34,100,4,4880.02,22 October 2003,Shipped,4,10,2003,Classic Cars,151,S12_3148,Singapore,,Singapore,Japan,Medium
10176,47,100,3,8378.69,11 June 2003,Shipped,4,11,2003,Classic Cars,151,S12_3148,Reggio Emilia,,Italy,EMEA,Large
10185,33,100,14,4038.21,14 November 2003,Shipped,4,11,2003,Classic Cars,151,S12_3148,New Bedford,MA,USA,,Medium
10196,24,100,6,3807.12,26 November 2003,Shipped,4,11,2003,Classic Cars,151,S12_3148,New Haven,CT,USA,,Medium
10208,26,100,14,3142.36,01 February 2004,Shipped,1,1,2004,Classic Cars,151,S12_3148,Lyon,,France,EMEA,Medium
10220,30,100,3,4713.6,02 December 2004,Shipped,1,2,2004,Classic Cars,151,S12_3148,Dublin,,Ireland,EMEA,Medium
10230,43,100,1,7016.31,15 March 2004,Shipped,1,3,2004,Classic Cars,151,S12_3148,Frankfurt,,Germany,EMEA,Large
10247,25,100,3,4381.25,05 May 2004,Shipped,2,5,2004,Classic Cars,151,S12_3148,Espoo,,Finland,EMEA,Medium
10272,27,100,3,4283.01,20 July 2004,Shipped,3,7,2004,Classic Cars,151,S12_3148,Allentown,PA,USA,,Medium
10282,27,100,6,4364.82,20 August 2004,Shipped,3,8,2004,Classic Cars,151,S12_3148,San Rafael,CA,USA,,Medium
10293,24,100,9,4242.24,09 September 2004,Shipped,3,9,2004,Classic Cars,151,S12_3148,Torino,,Italy,EMEA,Medium
10306,34,100,14,4982.7,14 October 2004,Shipped,4,10,2004,Classic Cars,151,S12_3148,Manchester,,UK,EMEA,Medium
10314,46,100,6,6393.54,22 October 2004,Shipped,4,10,2004,Classic Cars,151,S12_3148,Aaarhus,,Denmark,EMEA,Medium
10324,27,54.33,1,1466.91,11 May 2004,Shipped,4,11,2004,Classic Cars,151,S12_3148,NYC,NY,USA,,Small
10336,33,100,11,4059.33,20 November 2004,Shipped,4,11,2004,Classic Cars,151,S12_3148,Paris,,France,EMEA,Medium
10348,47,100,4,4801.52,11 January 2004,Shipped,4,11,2004,Classic Cars,151,S12_3148,Madrid,,Spain,EMEA,Medium
10358,49,55.34,5,2711.66,12 October 2004,Shipped,4,12,2004,Classic Cars,151,S12_3148,Madrid,,Spain,EMEA,Small
10372,40,100,4,5862,26 January 2005,Shipped,1,1,2005,Classic Cars,151,S12_3148,Minato-ku,Tokyo,Japan,Japan,Medium
10382,37,100,11,4071.85,17 February 2005,Shipped,1,2,2005,Classic Cars,151,S12_3148,San Rafael,CA,USA,,Medium
10413,47,100,3,8236.75,05 May 2005,Shipped,2,5,2005,Classic Cars,151,S12_3148,Bridgewater,CT,USA,,Large
10108,45,100,4,6130.35,03 March 2003,Shipped,1,3,2003,Classic Cars,117,S12_3380,Makati City,,Philippines,Japan,Medium
10122,37,99.82,8,3693.34,05 August 2003,Shipped,2,5,2003,Classic Cars,117,S12_3380,Marseille,,France,EMEA,Medium
10135,48,100,5,6031.68,07 February 2003,Shipped,3,7,2003,Classic Cars,117,S12_3380,San Rafael,CA,USA,,Medium
10147,31,100,5,3494.94,09 May 2003,Shipped,3,9,2003,Classic Cars,117,S12_3380,Brickhaven,MA,USA,,Medium
10160,46,100,6,5294.14,10 November 2003,Shipped,4,10,2003,Classic Cars,117,S12_3380,Los Angeles,CA,USA,,Medium
10170,47,100,4,5464.69,11 April 2003,Shipped,4,11,2003,Classic Cars,117,S12_3380,Graz,,Austria,EMEA,Medium
10181,28,100,12,2860.76,11 December 2003,Shipped,4,11,2003,Classic Cars,117,S12_3380,Bergen,,Norway,EMEA,Small
10191,40,100,1,5590,20 November 2003,Shipped,4,11,2003,Classic Cars,117,S12_3380,Koln,,Germany,EMEA,Medium
10203,20,100,6,2254.8,12 February 2003,Shipped,4,12,2003,Classic Cars,117,S12_3380,Madrid,,Spain,EMEA,Small
10212,39,100,16,4946.76,16 January 2004,Shipped,1,1,2004,Classic Cars,117,S12_3380,Madrid,,Spain,EMEA,Medium
10225,25,99.82,7,2495.5,22 February 2004,Shipped,1,2,2004,Classic Cars,117,S12_3380,Gensve,,Switzerland,EMEA,Small
10238,29,100,1,3167.38,04 September 2004,Shipped,2,4,2004,Classic Cars,117,S12_3380,Kobenhavn,,Denmark,EMEA,Medium
10253,22,100,11,2402.84,06 January 2004,Cancelled,2,6,2004,Classic Cars,117,S12_3380,Liverpool,,UK,EMEA,Small
10266,22,100,12,2454.54,07 June 2004,Shipped,3,7,2004,Classic Cars,117,S12_3380,Reggio Emilia,,Italy,EMEA,Small
10276,47,100,1,5464.69,08 February 2004,Shipped,3,8,2004,Classic Cars,117,S12_3380,Brickhaven,MA,USA,,Medium
10287,45,100,10,4756.5,30 August 2004,Shipped,3,8,2004,Classic Cars,117,S12_3380,Gensve,,Switzerland,EMEA,Medium
10300,29,100,3,3984.6,10 April 2003,Shipped,4,10,2003,Classic Cars,117,S12_3380,Frankfurt,,Germany,EMEA,Medium
10310,24,100,8,3100.32,16 October 2004,Shipped,4,10,2004,Classic Cars,117,S12_3380,Koln,,Germany,EMEA,Medium
10320,35,100,1,4850.3,11 March 2004,Shipped,4,11,2004,Classic Cars,117,S12_3380,Lule,,Sweden,EMEA,Medium
10329,46,83.63,13,3846.98,15 November 2004,Shipped,4,11,2004,Classic Cars,117,S12_3380,NYC,NY,USA,,Medium
10341,44,95.93,1,4220.92,24 November 2004,Shipped,4,11,2004,Classic Cars,117,S12_3380,Salzburg,,Austria,EMEA,Medium
10363,34,96.73,4,3288.82,01 June 2005,Shipped,1,1,2005,Classic Cars,117,S12_3380,Espoo,,Finland,EMEA,Medium
10376,35,100,1,3987.2,02 August 2005,Shipped,1,2,2005,Classic Cars,117,S12_3380,Glendale,CA,USA,,Medium
10389,25,72.38,6,1809.5,03 March 2005,Shipped,1,3,2005,Classic Cars,117,S12_3380,Boras,,Sweden,EMEA,Small
10419,10,100,11,1092.2,17 May 2005,Shipped,2,5,2005,Classic Cars,117,S12_3380,Salzburg,,Austria,EMEA,Small
10105,29,100,14,4566.05,02 November 2003,Shipped,1,2,2003,Classic Cars,173,S12_3891,Kobenhavn,,Denmark,EMEA,Medium
10117,39,100,8,5938.14,16 April 2003,Shipped,2,4,2003,Classic Cars,173,S12_3891,Singapore,,Singapore,Japan,Medium
10127,42,100,1,8138.76,06 March 2003,Shipped,2,6,2003,Classic Cars,173,S12_3891,NYC,NY,USA,,Large
10142,46,100,11,9470.94,08 August 2003,Shipped,3,8,2003,Classic Cars,173,S12_3891,San Rafael,CA,USA,,Large
10153,49,100,10,7036.89,28 September 2003,Shipped,3,9,2003,Classic Cars,173,S12_3891,Madrid,,Spain,EMEA,Large
10165,27,100,2,5559.03,22 October 2003,Shipped,4,10,2003,Classic Cars,173,S12_3891,Singapore,,Singapore,Japan,Medium
10176,50,100,1,7872.5,11 June 2003,Shipped,4,11,2003,Classic Cars,173,S12_3891,Reggio Emilia,,Italy,EMEA,Large
10185,43,100,12,7886.2,14 November 2003,Shipped,4,11,2003,Classic Cars,173,S12_3891,New Bedford,MA,USA,,Large
10196,38,100,4,7232.16,26 November 2003,Shipped,4,11,2003,Classic Cars,173,S12_3891,New Haven,CT,USA,,Large
10208,20,100,12,3114.4,01 February 2004,Shipped,1,1,2004,Classic Cars,173,S12_3891,Lyon,,France,EMEA,Medium
10220,27,100,1,5045.22,02 December 2004,Shipped,1,2,2004,Classic Cars,173,S12_3891,Dublin,,Ireland,EMEA,Medium
10231,49,100,1,6952.12,19 March 2004,Shipped,1,3,2004,Classic Cars,173,S12_3891,Madrid,,Spain,EMEA,Medium
10247,27,100,1,4157.73,05 May 2004,Shipped,2,5,2004,Classic Cars,173,S12_3891,Espoo,,Finland,EMEA,Medium
10272,39,100,1,7962.24,20 July 2004,Shipped,3,7,2004,Classic Cars,173,S12_3891,Allentown,PA,USA,,Large
10282,24,100,4,3778.8,20 August 2004,Shipped,3,8,2004,Classic Cars,173,S12_3891,San Rafael,CA,USA,,Medium
10293,45,100,7,8253,09 September 2004,Shipped,3,9,2004,Classic Cars,173,S12_3891,Torino,,Italy,EMEA,Large
10306,20,100,12,3633.4,14 October 2004,Shipped,4,10,2004,Classic Cars,173,S12_3891,Manchester,,UK,EMEA,Medium
10314,36,100,4,6913.8,22 October 2004,Shipped,4,10,2004,Classic Cars,173,S12_3891,Aaarhus,,Denmark,EMEA,Medium
10325,24,100,1,2583.6,11 May 2004,Shipped,4,11,2004,Classic Cars,173,S12_3891,Stavern,,Norway,EMEA,Small
10336,49,63.38,1,3105.62,20 November 2004,Shipped,4,11,2004,Classic Cars,173,S12_3891,Paris,,France,EMEA,Medium
10349,26,100,10,4408.56,12 January 2004,Shipped,4,12,2004,Classic Cars,173,S12_3891,NYC,NY,USA,,Medium
10359,49,62.09,5,3042.41,15 December 2004,Shipped,4,12,2004,Classic Cars,173,S12_3891,Reims,,France,EMEA,Medium
10372,34,100,1,5941.5,26 January 2005,Shipped,1,1,2005,Classic Cars,173,S12_3891,Minato-ku,Tokyo,Japan,Japan,Medium
10382,34,95.35,12,3241.9,17 February 2005,Shipped,1,2,2005,Classic Cars,173,S12_3891,San Rafael,CA,USA,,Medium
10396,33,100,3,6109.29,23 March 2005,Shipped,1,3,2005,Classic Cars,173,S12_3891,San Rafael,CA,USA,,Medium
10413,22,100,1,3387.78,05 May 2005,Shipped,2,5,2005,Classic Cars,173,S12_3891,Bridgewater,CT,USA,,Medium
10108,39,89.38,7,3485.82,03 March 2003,Shipped,1,3,2003,Classic Cars,79,S12_3990,Makati City,,Philippines,Japan,Medium
10122,32,63.84,11,2042.88,05 August 2003,Shipped,2,5,2003,Classic Cars,79,S12_3990,Marseille,,France,EMEA,Small
10135,24,75.01,8,1800.24,07 February 2003,Shipped,3,7,2003,Classic Cars,79,S12_3990,San Rafael,CA,USA,,Small
10147,21,63.84,8,1340.64,09 May 2003,Shipped,3,9,2003,Classic Cars,79,S12_3990,Brickhaven,MA,USA,,Small
10159,24,73.42,3,1762.08,10 October 2003,Shipped,4,10,2003,Classic Cars,79,S12_3990,San Francisco,CA,USA,,Small
10169,36,63.84,3,2298.24,11 April 2003,Shipped,4,11,2003,Classic Cars,79,S12_3990,North Sydney,NSW,Australia,APAC,Small
10181,20,81.4,15,1628,11 December 2003,Shipped,4,11,2003,Classic Cars,79,S12_3990,Bergen,,Norway,EMEA,Small
10191,30,64.64,4,1939.2,20 November 2003,Shipped,4,11,2003,Classic Cars,79,S12_3990,Koln,,Germany,EMEA,Small
10203,44,82.99,9,3651.56,12 February 2003,Shipped,4,12,2003,Classic Cars,79,S12_3990,Madrid,,Spain,EMEA,Medium
10211,28,92.57,3,2591.96,15 January 2004,Shipped,1,1,2004,Classic Cars,79,S12_3990,Paris,,France,EMEA,Small
10225,37,77.41,10,2864.17,22 February 2004,Shipped,1,2,2004,Classic Cars,79,S12_3990,Gensve,,Switzerland,EMEA,Small
10238,20,74.21,4,1484.2,04 September 2004,Shipped,2,4,2004,Classic Cars,79,S12_3990,Kobenhavn,,Denmark,EMEA,Small
10253,25,90.17,14,2254.25,06 January 2004,Cancelled,2,6,2004,Classic Cars,79,S12_3990,Liverpool,,UK,EMEA,Small
10266,35,76.61,15,2681.35,07 June 2004,Shipped,3,7,2004,Classic Cars,79,S12_3990,Reggio Emilia,,Italy,EMEA,Small
10276,38,83.79,4,3184.02,08 February 2004,Shipped,3,8,2004,Classic Cars,79,S12_3990,Brickhaven,MA,USA,,Medium
10287,41,69.43,13,2846.63,30 August 2004,Shipped,3,8,2004,Classic Cars,79,S12_3990,Gensve,,Switzerland,EMEA,Small
10300,22,76.61,6,1685.42,10 April 2003,Shipped,4,10,2003,Classic Cars,79,S12_3990,Frankfurt,,Germany,EMEA,Small
10310,49,81.4,11,3988.6,16 October 2004,Shipped,4,10,2004,Classic Cars,79,S12_3990,Koln,,Germany,EMEA,Medium
10320,38,73.42,4,2789.96,11 March 2004,Shipped,4,11,2004,Classic Cars,79,S12_3990,Lule,,Sweden,EMEA,Small
10329,33,100,14,3607.56,15 November 2004,Shipped,4,11,2004,Classic Cars,79,S12_3990,NYC,NY,USA,,Medium
10341,36,93.56,10,3368.16,24 November 2004,Shipped,4,11,2004,Classic Cars,79,S12_3990,Salzburg,,Austria,EMEA,Medium
10363,34,81.62,5,2775.08,01 June 2005,Shipped,1,1,2005,Classic Cars,79,S12_3990,Espoo,,Finland,EMEA,Small
10377,24,67.83,5,1627.92,02 September 2005,Shipped,1,2,2005,Classic Cars,79,S12_3990,Helsinki,,Finland,EMEA,Small
10389,36,70.26,7,2529.36,03 March 2005,Shipped,1,3,2005,Classic Cars,79,S12_3990,Boras,,Sweden,EMEA,Small
10419,34,90.17,14,3065.78,17 May 2005,Shipped,2,5,2005,Classic Cars,79,S12_3990,Salzburg,,Austria,EMEA,Medium
10104,41,100,9,4615.78,31 January 2003,Shipped,1,1,2003,Trucks and Buses,118,S12_4473,Madrid,,Spain,EMEA,Medium
10115,46,100,5,5723.78,04 April 2003,Shipped,2,4,2003,Trucks and Buses,118,S12_4473,NYC,NY,USA,,Medium
10127,24,100,11,2559.6,06 March 2003,Shipped,2,6,2003,Trucks and Buses,118,S12_4473,NYC,NY,USA,,Small
10141,21,100,5,2140.11,08 January 2003,Shipped,3,8,2003,Trucks and Buses,118,S12_4473,Espoo,,Finland,EMEA,Small
10151,24,100,3,3327.6,21 September 2003,Shipped,3,9,2003,Trucks and Buses,118,S12_4473,Oulu,,Finland,EMEA,Medium
10165,48,100,12,6825.6,22 October 2003,Shipped,4,10,2003,Trucks and Buses,118,S12_4473,Singapore,,Singapore,Japan,Medium
10175,26,100,1,3543.28,11 June 2003,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,London,,UK,EMEA,Medium
10184,37,100,6,4516.22,14 November 2003,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,Sevilla,,Spain,EMEA,Medium
10195,49,100,6,6445.46,25 November 2003,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,White Plains,NY,USA,,Medium
10207,34,99.54,7,3384.36,12 September 2003,Shipped,4,12,2003,Trucks and Buses,118,S12_4473,Boston,MA,USA,,Medium
10219,48,100,2,4891.68,02 October 2004,Shipped,1,2,2004,Trucks and Buses,118,S12_4473,Brisbane,CA,USA,,Medium
10229,36,100,1,4521.96,03 November 2004,Shipped,1,3,2004,Trucks and Buses,118,S12_4473,San Rafael,CA,USA,,Medium
10246,46,100,5,5069.66,05 May 2004,Shipped,2,5,2004,Trucks and Buses,118,S12_4473,Madrid,,Spain,EMEA,Medium
10259,46,100,4,6541.2,15 June 2004,Shipped,2,6,2004,Trucks and Buses,118,S12_4473,Singapore,,Singapore,APAC,Medium
10271,31,97.17,5,3012.27,20 July 2004,Shipped,3,7,2004,Trucks and Buses,118,S12_4473,San Rafael,CA,USA,,Medium
10281,41,100,1,5247.18,19 August 2004,Shipped,3,8,2004,Trucks and Buses,118,S12_4473,Allentown,PA,USA,,Medium
10292,21,100,8,2214.87,09 August 2004,Shipped,3,9,2004,Trucks and Buses,118,S12_4473,NYC,NY,USA,,Small
10305,38,100,5,4773.18,13 October 2004,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,Cambridge,MA,USA,,Medium
10314,45,100,14,6185.7,22 October 2004,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,Aaarhus,,Denmark,EMEA,Medium
10324,26,58.38,7,1517.88,11 May 2004,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,NYC,NY,USA,,Small
10336,38,100,3,6372.6,20 November 2004,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,Paris,,France,EMEA,Medium
10349,48,100,9,5232.96,12 January 2004,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,NYC,NY,USA,,Medium
10358,42,64.16,9,2694.72,12 October 2004,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,Madrid,,Spain,EMEA,Small
10371,49,35.71,4,1749.79,23 January 2005,Shipped,1,1,2005,Trucks and Buses,118,S12_4473,San Rafael,CA,USA,,Small
10382,32,66.58,13,2130.56,17 February 2005,Shipped,1,2,2005,Trucks and Buses,118,S12_4473,San Rafael,CA,USA,,Small
10412,54,100,5,5951.34,05 March 2005,Shipped,2,5,2005,Trucks and Buses,118,S12_4473,Madrid,,Spain,EMEA,Medium
10425,33,100,4,4692.6,31 May 2005,In Process,2,5,2005,Trucks and Buses,118,S12_4473,Nantes,,France,EMEA,Medium
10108,36,100,3,3731.04,03 March 2003,Shipped,1,3,2003,Classic Cars,115,S12_4675,Makati City,,Philippines,Japan,Medium
10122,20,100,7,2142,05 August 2003,Shipped,2,5,2003,Classic Cars,115,S12_4675,Marseille,,France,EMEA,Small
10135,29,97.89,4,2838.81,07 February 2003,Shipped,3,7,2003,Classic Cars,115,S12_4675,San Rafael,CA,USA,,Small
10147,33,97.89,4,3230.37,09 May 2003,Shipped,3,9,2003,Classic Cars,115,S12_4675,Brickhaven,MA,USA,,Medium
10160,50,100,5,5182,10 November 2003,Shipped,4,10,2003,Classic Cars,115,S12_4675,Los Angeles,CA,USA,,Medium
10170,41,100,3,4391.1,11 April 2003,Shipped,4,11,2003,Classic Cars,115,S12_4675,Graz,,Austria,EMEA,Medium
10181,36,100,11,4477.32,11 December 2003,Shipped,4,11,2003,Classic Cars,115,S12_4675,Bergen,,Norway,EMEA,Medium
10192,27,100,16,3544.56,20 November 2003,Shipped,4,11,2003,Classic Cars,115,S12_4675,Nashua,NH,USA,,Medium
10203,47,100,5,5195.85,12 February 2003,Shipped,4,12,2003,Classic Cars,115,S12_4675,Madrid,,Spain,EMEA,Medium
10212,33,100,15,4180.44,16 January 2004,Shipped,1,1,2004,Classic Cars,115,S12_4675,Madrid,,Spain,EMEA,Medium
10225,21,100,6,2684.43,22 February 2004,Shipped,1,2,2004,Classic Cars,115,S12_4675,Gensve,,Switzerland,EMEA,Small
10239,21,93.28,5,1958.88,04 December 2004,Shipped,2,4,2004,Classic Cars,115,S12_4675,Oulu,,Finland,EMEA,Small
